번호,종목명,평가액(억 원),자산군 내 비중(퍼센트),지분율(퍼센트)
2582,OKUMA CORP,23,0,0.12
2583,FORTNOX AB,23,0,0.05
2584,CELLDEX THERAPEUTICS INC,23,0,0.07
2585,KOMERI CO LTD,23,0,0.15
2586,ATOSS SOFTWARE AG,23,0,0.1
2587,CAN IMPERIAL BK OF COMMERCE,23,0,0
2588,EIZO CORP,22,0,0.23
2589,CHEGG INC,22,0,0.15
2590,CHINA VANKE CO LTD  A,22,0,0.01
2591,IFLYTEK CO LTD   A,22,0,0.01
2592,COSCO SHIPPING PORTS LTD,22,0,0.07
2593,TCL ZHONGHUAN RENEWABLE EN A,22,0,0.02
2594,INTOUCH HOLDINGS PCL F,22,0,0.03
2595,SUMITOMO HEAVY INDUSTRIES,22,0,0.06
2596,FMC CORP,22,0,0.02
2597,GF SECURITIES CO LTD H,22,0,0.08
2598,NETSTREIT CORP,22,0,0.13
2599,THAI BEVERAGE PCL,22,0,0.02
2600,PRIMO WATER CORP,22,0,0.07
2601,AVICHINA INDUSTRY + TECH H,22,0,0.06
2602,X 5 RETAIL GROUP NV REGS GDR,22,0,0.03
2603,BANQUE CANTONALE VAUDOIS REG,22,0,0.02
2604,AP MOLLER MAERSK A/S A,22,0,0.01
2605,ZHUZHOU CRRC TIMES ELECTRI A,22,0,0.04
2606,DAQIN RAILWAY CO LTD  A,22,0,0.01
2607,MARTINREA INTERNATIONAL INC,22,0,0.2
2608,SERIA CO LTD,22,0,0.12
2609,RABIGH REFINING AND PETROCHE,22,0,0.04
2610,CAMBRICON TECHNOLOGIES A,22,0,0.02
2611,TRIPOD TECHNOLOGY CORP,22,0,0.05
2612,NCC GROUP PLC,22,0,0.33
2613,POLYMETAL INTERNATIONAL PLC,22,0,0.06
2614,JENOPTIK AG,22,0,0.09
2615,COHEN + STEERS INC,22,0,0.04
2616,AMS OSRAM AG,22,0,0.07
2617,ROCHE HOLDING AG BR,21,0,0.01
2618,GRUPO AEROPORTUARIO PAC ADR,21,0,0.02
2619,FRESHWORKS INC CL A,21,0,0.03
2620,SHANGHAI YCT ELECTRONICS G A,21,0,0.29
2621,SHIZUOKA FINANCIAL GROUP INC,21,0,0.03
2622,WEICHAI POWER CO LTD A,21,0,0.01
2623,AIR CHINA LTD H,21,0,0.05
2624,GUOTAI JUNAN SECURITIES CO A,21,0,0.01
2625,ICL GROUP LTD,21,0,0.03
2626,ALAMO GROUP INC,21,0,0.06
2627,GLACIER BANCORP INC,21,0,0.03
2628,AMC NETWORKS INC A,21,0,0.27
2629,FOCUS MEDIA INFORMATION TE A,21,0,0.01
2630,CELSIUS HOLDINGS INC,21,0,0.01
2631,YANKUANG ENERGY GROUP CO A,21,0,0.01
2632,SANY HEAVY INDUSTRY CO LTD A,21,0,0.01
2633,HYGON INFORMATION TECHNOLO A,21,0,0.01
2634,BOYD GAMING CORP,21,0,0.03
2635,UNITED CO RUSAL INTERNATIONA,21,0,0.03
2636,INDUSTRIVARDEN AB C SHS,21,0,0.03
2637,MCDONALD S HOLDINGS CO JAPAN,20,0,0.03
2638,WERNER ENTERPRISES INC,20,0,0.06
2639,QINGHAI SALT LAKE INDUSTRY A,20,0,0.01
2640,ITALGAS SPA,20,0,0.03
2641,PEPCO GROUP NV,20,0,0.04
2642,HEXPOL AB,20,0,0.04
2643,CSC FINANCIAL CO LTD A,20,0,0.01
2644,TOAGOSEI CO LTD,20,0,0.14
2645,SHENWAN HONGYUAN GROUP CO A,20,0,0.01
2646,TRYG A/S,20,0,0.01
2647,PATTERSON UTI ENERGY INC,20,0,0.04
2648,NINGXIA BAOFENG ENERGY GRO A,20,0,0.01
2649,BANGCHAK CORP PCL FOREIGN,20,0,0.09
2650,SDIC POWER HOLDINGS CO LTD A,20,0,0.01
2651,BANK OF BEIJING CO LTD  A,20,0,0.01
2652,GFL ENVIRONMENTAL INC SUB VT,20,0,0.01
2653,CHINA RESOURCES PHARMACEUTIC,20,0,0.04
2654,BETSSON AB B,20,0,0.12
2655,ZHONGJI INNOLIGHT CO LTD A,20,0,0.01
2656,HANGZHOU OXYGEN PLANT GROU A,20,0,0.04
2657,JCET GROUP CO LTD A,20,0,0.02
2658,AMERICAN WOODMARK CORP,20,0,0.1
2659,SAIC MOTOR CORP LTD A,20,0,0.01
2660,SHANGHAI PHARMACEUTICALS H,20,0,0.11
2661,SINOTRANS LIMITED A,20,0,0.04
2662,BOLLORE SE,20,0,0.01
2663,DUNELM GROUP PLC,20,0,0.05
2664,FTAI AVIATION LTD,20,0,0.03
2665,SWIRE PACIFIC LTD   CL A,20,0,0.02
2666,SANY HEAVY EQUIPMENT INTL,20,0,0.05
2667,BAUSCH HEALTH COS INC,20,0,0.05
2668,HOME PRODUCT CENTER PCL FOR,20,0,0.03
2669,TIS INC,20,0,0.03
2670,CHINA MERCHANTS SECURITIES A,20,0,0.01
2671,BPER BANCA,19,0,0.03
2672,CP AXTRA PCL NVDR,19,0,0.02
2673,ADVANCED MICRO FABRICATION A,19,0,0.01
2674,ENERGY ABSOLUTE PCL FOREIGN,19,0,0.03
2675,KONGSBERG GRUPPEN ASA,19,0,0.02
2676,CIMPRESS PLC,19,0,0.07
2677,GUANGZHOU WONDFO BIOTECH C A,19,0,0.08
2678,NIPPON AVIONICS CO LTD,19,0,0.77
2679,INDUTRADE AB,19,0,0.02
2680,HENAN SHUANGHUI INVESTMENT A,19,0,0.01
2681,STEELCASE INC CL A,19,0,0.12
2682,SCORPIO TANKERS INC,19,0,0.05
2683,SINO LAND CO,19,0,0.02
2684,VESUVIUS PLC,19,0,0.09
2685,KYOTO FINANCIAL GROUP INC,19,0,0.13
2686,MATIV HOLDINGS INC,19,0,0.18
2687,AECC AVIATION POWER CO A,19,0,0.01
2688,CHINA YANGTZE POWE REG S,19,0,0
2689,ANHUI CONCH CEMENT CO LTD A,19,0,0.01
2690,JFE SYSTEMS INC,19,0,0.36
2691,XERO LTD,19,0,0.01
2692,HEALTHPEAK PROPERTIES INC,19,0,0.01
2693,NATIONAL STORAGE REIT,19,0,0.07
2694,SHANGHAI FOSUN PHARMACEUTI H,19,0,0.12
2695,MITSUBISHI CHEMICAL GROUP CO,19,0,0.02
2696,RONGSHENG PETROCHEMICAL CO A,19,0,0.01
2697,YUNNAN BAIYAO GROUP CO LTD A,19,0,0.01
2698,SCG PACKAGING PCL FOREIGN,19,0,0.03
2699,EURAZEO SE,19,0,0.02
2700,ORACLE CORP JAPAN,19,0,0.01
2701,NETEASE INC ADR,19,0,0
2702,SILTRONIC AG,19,0,0.05
2703,HENGLI PETROCHEMICAL CO L A,19,0,0.01
2704,CHINA EVERBRIGHT BANK CO L H,19,0,0.04
2705,PEGASUS HAVA TASIMACILIGI AS,19,0,0.06
2706,JIANGSU EXPRESS CO LTD H,19,0,0.13
2707,INDUSTRIAL BANK CO LTD  A,19,0,0
2708,HANGZHOU TIGERMED CONSULTI A,18,0,0.02
2709,GF SECURITIES CO LTD A,18,0,0.01
2710,MR DIY GROUP M BHD,18,0,0.05
2711,BANK OF SHANGHAI CO LTD A,18,0,0.01
2712,PTT OIL + RETAIL BUS FOREIGN,18,0,0.02
2713,HALMA PLC,18,0,0.01
2714,WILMAR INTERNATIONAL LTD,18,0,0.01
2715,SHANGHAI BAOSIGHT SOFTWARE A,18,0,0.01
2716,NINGBO ORIENT WIRES + CABL A,18,0,0.03
2717,BANGKOK EXPRESSWAY AND M FOR,18,0,0.04
2718,CAPCOM CO LTD,18,0,0.01
2719,MOBILE TELESYSTEMS PUBLIC JO,18,0,0.03
2720,WEICHAI POWER CO LTD A,18,0,0.01
2721,FREENET AG,18,0,0.04
2722,FOCUS MEDIA INFORMATION TE A,18,0,0.01
2723,SHANXI COAL INTERNATIONAL  A,18,0,0.03
2724,VISTRY GROUP PLC,18,0,0.04
2725,ANHUI GUJING DISTILLERY CO A,18,0,0.01
2726,OSG CORP,18,0,0.1
2727,JIANGSU YOKE TECHNOLOGY A,18,0,0.04
2728,KOBE BUSSAN CO LTD,18,0,0.02
2729,HAITONG SECURITIES CO LTD A,18,0,0.01
2730,CHINA INTERNATIONAL CAPTAL A,18,0,0.01
2731,CEMBRA MONEY BANK AG,18,0,0.06
2732,BANPU PUBLIC CO LTD FOR REG,18,0,0.07
2733,TEVA PHARMACEUTICAL IND LTD,18,0,0.01
2734,TCL TECHNOLOGY GROUP CORP A,18,0,0.01
2735,WAREHOUSES DE PAUW SCA,18,0,0.02
2736,CHINA TOURISM GROUP DUTY F A,18,0,0.01
2737,VINDA INTERNATIONAL HOLDINGS,18,0,0.04
2738,RXSIGHT INC,18,0,0.09
2739,INDORAMA VENTURES FOREIGN,18,0,0.03
2740,MAXSCEND MICROELECTRONICS  A,18,0,0.01
2741,IDACORP INC,18,0,0.03
2742,CMOC GROUP LTD A,18,0,0.01
2743,K S HOLDINGS CORP,18,0,0.08
2744,SHANGHAI BAOSIGHT SOFTWARE A,18,0,0.01
2745,TATE + LYLE PLC,18,0,0.04
2746,GREGGS PLC,17,0,0.04
2747,NATIONAL INDUSTRIALIZATION C,17,0,0.06
2748,CHINA OVERSEAS PROPERTY HOLD,17,0,0.05
2749,TRAVEL   LEISURE CO,17,0,0.05
2750,UNITED THERAPEUTICS CORP,17,0,0.01
2751,AIR NEW ZEALAND LTD,17,0,0.1
2752,BEIQI FOTON MOTOR CO LTD A,17,0,0.04
2753,CHINA MERCHANTS SHEKOU IND A,17,0,0.01
2754,JET2 PLC,17,0,0.04
2755,STERLING INFRASTRUCTURE INC,17,0,0.05
2756,TOHO HOLDINGS CO LTD,17,0,0.08
2757,SHANGHAI HUAFON ALUMINIUM  A,17,0,0.05
2758,THUNDER SOFTWARE TECHNOLOG A,17,0,0.03
2759,FUJI ELECTRIC CO LTD,17,0,0.02
2760,GREEN BRICK PARTNERS INC,17,0,0.06
2761,HUIZHOU DESAY SV AUTOMOTIV A,17,0,0.01
2762,JIANGXI HONGCHENG ENVIRONM A,17,0,0.09
2763,CECO ENVIRONMENTAL CORP,17,0,0.19
2764,TORISHIMA PUMP MFG CO LTD,17,0,0.28
2765,TRUE CORP PCL/NEW NVDR,17,0,0.03
2766,TERADATA CORP,17,0,0.03
2767,MODINE MANUFACTURING CO,17,0,0.04
2768,KRONES AG,17,0,0.03
2769,AIR LEASE CORP,17,0,0.03
2770,STARPOWER SEMICONDUCTOR LT A,17,0,0.03
2771,GDS HOLDINGS LTD CL A,17,0,0.08
2772,ZHUHAI COSMX BATTERY CO LT A,17,0,0.04
2773,MICROPORT SCIENTIFIC CORP,17,0,0.07
2774,SHANGHAI UNITED IMAGING HE A,17,0,0.01
2775,CNOOC LTD A,17,0,0.01
2776,SG HOLDINGS CO LTD,17,0,0.01
2777,CP AXTRA PCL FOREIGN,17,0,0.02
2778,CHINA LIFE INSURANCE CO A,17,0,0
2779,SEALED AIR CORP,17,0,0.02
2780,HITHINK ROYALFLUSH INFORMA A,17,0,0.01
2781,GD POWER DEVELOPMENT CO  A,17,0,0.01
2782,EVE ENERGY CO LTD A,16,0,0.01
2783,NORDSON CORP,16,0,0.01
2784,WEIBO CORP SPON ADR,16,0,0.07
2785,ENDEAVOUR MINING PLC,16,0,0.02
2786,BASE CO LTD,16,0,0.26
2787,TRONOX HOLDINGS PLC,16,0,0.06
2788,TOYODA GOSEI CO LTD,16,0,0.05
2789,ALPS ALPINE CO LTD,16,0,0.07
2790,SHANXI COKING COAL ENERGY A,16,0,0.02
2791,TRINA SOLAR CO LTD A,16,0,0.01
2792,J + J SNACK FOODS CORP,16,0,0.04
2793,INTOUCH HOLDINGS PCL NVDR,16,0,0.02
2794,POWER CONSTRUCTION CORP OF A,16,0,0.01
2795,STEWART INFORMATION SERVICES,16,0,0.08
2796,KRUNGTHAI CARD PCL NVDR,16,0,0.04
2797,JD SPORTS FASHION PLC,16,0,0.01
2798,KAISER ALUMINUM CORP,16,0,0.11
2799,HUATAI SECURITIES CO LTD A,16,0,0.01
2800,KINTETSU GROUP HOLDINGS CO L,16,0,0.02
2801,REGENCY CENTERS CORP,16,0,0.01
2802,CAPITALAND ASCENDAS REIT,16,0,0.01
2803,KINGSPAN GROUP PLC,16,0,0.01
2804,VAT GROUP AG,16,0,0.01
2805,BEIJING ENTERPRISES WATER GR,16,0,0.06
2806,GUANGDONG HAID GROUP CO A,16,0,0.01
2807,ENCOMPASS HEALTH CORP,16,0,0.02
2808,ENSIGN GROUP INC/THE,16,0,0.02
2809,DOUBLE MEDICAL TECHNOLOGY A,16,0,0.05
2810,BTS GROUP HOLDINGS PCL FORGN,16,0,0.04
2811,TOHO CO LTD,16,0,0.02
2812,JOHN WOOD GROUP PLC,16,0,0.08
2813,HUAXIA BANK CO LTD A,16,0,0.01
2814,SCOTTS MIRACLE GRO CO,16,0,0.03
2815,PAPA JOHN S INTL INC,16,0,0.05
2816,CHINA ENERGY ENGINEERING C A,16,0,0.01
2817,CHINA CINDA ASSET MANAGEME H,16,0,0.09
2818,KOSAIDO HOLDINGS CO LTD,16,0,0.16
2819,AGREE REALTY CORP,16,0,0.02
2820,NORWEGIAN AIR SHUTTLE AS,16,0,0.12
2821,TT ELECTRONICS PLC,16,0,0.34
2822,KAWASAKI HEAVY INDUSTRIES,16,0,0.03
2823,AAR CORP,15,0,0.05
2824,HUADONG MEDICINE CO LTD A,15,0,0.01
2825,TOWA CORP,15,0,0.09
2826,NINGBO TUOPU GROUP CO LTD A,15,0,0.01
2827,LAND + HOUSES PUB CO FOR REG,15,0,0.04
2828,BAYERISCHE MOTOREN WERKE PRF,15,0,0.02
2829,ADECCO GROUP AG REG,15,0,0.01
2830,TECNOGLASS INC,15,0,0.06
2831,BEIJING TONGRENTANG CO A,15,0,0.01
2832,BANK OF NANJING CO LTD  A,15,0,0.01
2833,GAZPROM PJSC,15,0,0
2834,PHINIA INC,15,0,0.08
2835,BOE TECHNOLOGY GROUP CO LT A,15,0,0.01
2836,KYORIN PHARMACEUTICAL CO LTD,15,0,0.14
2837,ARTIENCE CO LTD,15,0,0.11
2838,SENIOR PLC,15,0,0.12
2839,SANAN OPTOELECTRONICS CO L A,15,0,0.01
2840,RELX PLC   SPON ADR,15,0,0
2841,BANK OZK,15,0,0.02
2842,MINISO GROUP HOLDING LTD,15,0,0.02
2843,ATS CORP,15,0,0.03
2844,VTB BANK PJSC,15,0,0.53
2845,OJI HOLDINGS CORP,15,0,0.03
2846,EASTROC BEVERAGE GROUP CO  A,15,0,0.01
2847,NCC LTD,15,0,0.09
2848,BCE INC,15,0,0
2849,TWILIO INC   A,15,0,0.01
2850,TBEA CO LTD A,15,0,0.01
2851,SICHUAN KELUN PHARMACEUTIC A,15,0,0.02
2852,LEVI STRAUSS + CO  CLASS A,15,0,0.07
2853,JIANGSU EASTERN SHENGHONG  A,15,0,0.01
2854,STEADFAST GROUP LTD,15,0,0.03
2855,RHEON AUTOMATIC MACHINERY,15,0,0.38
2856,HAMILTON LANE INC CLASS A,15,0,0.02
2857,360 SECURITY TECHNOLOGY IN A,15,0,0.01
2858,KYUSHU FINANCIAL GROUP INC,15,0,0.04
2859,SWISSQUOTE GROUP HOLDING REG,15,0,0.03
2860,APPLUS SERVICES SA,15,0,0.08
2861,XTEP INTERNATIONAL HOLDINGS,15,0,0.08
2862,BANCO DE SABADELL SA,15,0,0.02
2863,ALLISON TRANSMISSION HOLDING,15,0,0.02
2864,KIKKOMAN CORP,15,0,0
2865,CHINA NORTHERN RARE EARTH  A,15,0,0.01
2866,FOUNDER SECURITIES CO LTD A,14,0,0.01
2867,DELUXE CORP,14,0,0.12
2868,DARLING INGREDIENTS INC,14,0,0.01
2869,INTERMEDIATE CAPITAL GROUP,14,0,0.02
2870,EASTERN CO SAE,14,0,0.05
2871,CHEMED CORP,14,0,0.01
2872,CHINA RESOURCES MICROELECT A,14,0,0.01
2873,BREAD FINANCIAL HOLDINGS INC,14,0,0.07
2874,WUXI APPTEC CO LTD A,14,0,0
2875,RECORDATI INDUSTRIA CHIMICA,14,0,0.01
2876,APPFOLIO INC   A,14,0,0.03
2877,TAIHEI DENGYO KAISHA LTD,14,0,0.17
2878,CIA SUD AMERICANA DE VAPORES,14,0,0.03
2879,CHENNAI PETROLEUM CORP LTD,14,0,0.09
2880,SJW GROUP,14,0,0.05
2881,NEXANS SA,14,0,0.03
2882,SHENZHEN KEDALI INDUSTRY C A,14,0,0.03
2883,TOBU RAILWAY CO LTD,14,0,0.02
2884,PARADOX INTERACTIVE AB,14,0,0.05
2885,HUIZHOU DESAY SV AUTOMOTIV A,14,0,0.01
2886,GOERTEK INC  A,14,0,0.01
2887,CALIFORNIA WATER SERVICE GRP,14,0,0.04
2888,FORVIA,14,0,0.02
2889,KAMAN CORP,14,0,0.16
2890,BTS GROUP HOLDINGS PCL NVDR,14,0,0.04
2891,XCMG CONSTRUCTION MACHIN A,14,0,0.01
2892,HUGO BOSS AG   ORD,14,0,0.02
2893,OBAYASHI CORP,14,0,0.02
2894,PLAYTECH PLC,14,0,0.06
2895,GANFENG LITHIUM GROUP CO L A,14,0,0.01
2896,TETRA TECH INC,14,0,0.01
2897,JA SOLAR TECHNOLOGY CO LTD A,14,0,0.01
2898,MORNINGSTAR INC,14,0,0.01
2899,NEW HOPE LIUHE CO LTD A,14,0,0.02
2900,YUNNAN YUNTIANHUA CO A,14,0,0.03
2901,TMBTHANACHART BANK P FOREIGN,14,0,0.02
2902,BANK OF HANGZHOU CO LTD A,14,0,0.01
2903,HOME BANCSHARES INC,14,0,0.02
2904,AIR CHINA LTD A,14,0,0.01
2905,EVERBRIGHT SECURITIE CO  A,14,0,0.01
2906,GETINGE AB B SHS,14,0,0.02
2907,BROOKFIELD RENEWABLE COR A,14,0,0.02
2908,MYCRONIC AB,14,0,0.04
2909,GESTAMP AUTOMOCION SA,14,0,0.05
2910,APERAM,14,0,0.04
2911,CHINA SOUTHERN AIRLINES CO H,14,0,0.05
2912,CHINA CONSTRUCTION BANK A,14,0,0.01
2913,CYFROWY POLSAT SA,14,0,0.07
2914,KINGBOARD LAMINATES HLDG LTD,14,0,0.04
2915,INMOBILIARIA COLONIAL SOCIMI,14,0,0.03
2916,LUNDIN MINING CORP,14,0,0.02
2917,BANGKOK EXPRESSWAY NVDR,14,0,0.03
2918,UNIVERSAL DISPLAY CORP,13,0,0.01
2919,ZHEJIANG SANHUA INTELLIGEN A,13,0,0.01
2920,WASHINGTON H. SOUL PATTINSON,13,0,0.01
2921,CHACHA FOOD CO LTD A,13,0,0.04
2922,INNER MONGOLIA BAOTOU STE A,13,0,0.01
2923,TEVA PHARMACEUTICAL SP ADR,13,0,0.01
2924,KINSALE CAPITAL GROUP INC,13,0,0.01
2925,OSOTSPA PCL NVDR,13,0,0.05
2926,SICHUAN CHUANTOU ENERGY CO A,13,0,0.01
2927,HANGZHOU ROBAM APPLIANCES A,13,0,0.04
2928,COMMUNITY HEALTHCARE TRUST I,13,0,0.14
2929,ONTO INNOVATION INC,13,0,0.01
2930,JINKO SOLAR CO LTD A,13,0,0.01
2931,NOMURA HOLDINGS INC,13,0,0.01
2932,HENKEL AG + CO KGAA,13,0,0.01
2933,PTT OIL + RETAIL BUSINE NVDR,13,0,0.02
2934,NCAB GROUP AB,13,0,0.08
2935,MILLERKNOLL INC,13,0,0.05
2936,SEGRO PLC,13,0,0.01
2937,ASPEN TECHNOLOGY INC,13,0,0.01
2938,YONGHUI SUPERSTORES CO LTD A,13,0,0.03
2939,HEKTAS TICARET T.A.S,13,0,0.06
2940,BANPU PUBLIC CO LTD NVDR,13,0,0.05
2941,CRITEO SA SPON ADR,13,0,0.07
2942,HANNON ARMSTRONG SUSTAINABLE,13,0,0.03
2943,VALLEY NATIONAL BANCORP,13,0,0.02
2944,SHANGHAI FOSUN PHARMACEUTI A,13,0,0.01
2945,AMERICAN SOFTWARE INC CL A,13,0,0.29
2946,SHANDONG HUALU HENGSHENG A,13,0,0.01
2947,ZEGONA COMMUNICATIONS PLC,13,0,0.06
2948,IMEIK TECHNOLOGY DEVELOPME A,13,0,0.01
2949,JIANGSU KING S LUCK BREWER A,13,0,0.01
2950,BARNES GROUP INC,13,0,0.06
2951,BANK OF GEORGIA GROUP PLC,13,0,0.04
2952,GREAT WALL MOTOR CO LTD A,13,0,0
2953,BLACKBAUD INC,13,0,0.02
2954,LANDSTAR SYSTEM INC,13,0,0.01
2955,BRUNSWICK CORP,13,0,0.02
2956,CHURCHILL DOWNS INC,13,0,0.01
2957,YUNNAN ENERGY NEW MATERIAL A,13,0,0.01
2958,ORIENT SECURITIES CO LTD A,13,0,0.01
2959,MATSUKIYOCOCOKARA + CO,13,0,0.01
2960,COLRUYT GROUP N.V,13,0,0.02
2961,DR ING HC F PORSCHE AG,13,0,0
2962,CHINA GALAXY SECURITIES CO A,13,0,0.01
2963,GIGADEVICE SEMICONDUCTO CL A,13,0,0.01
2964,THAI OIL PCL NVDR,13,0,0.03
2965,MEIKO ELECTRONICS CO LTD,13,0,0.12
2966,UBISOFT ENTERTAINMENT,13,0,0.03
2967,BAVARIAN NORDIC A/S,13,0,0.05
2968,ZANGGE MINING CO LTD A,13,0,0.02
2969,ZHEJIANG DAHUA TECHNOLOGY A,13,0,0.01
2970,MGI TECH CO LTD A,13,0,0.02
2971,YINTAI GOLD CO LTD A,13,0,0.02
2972,DESCARTES SYSTEMS GRP/THE,13,0,0.01
2973,37 INTERACTIVE ENTERTAINME A,13,0,0.02
2974,YAMAMI CO,13,0,0.56
2975,GRACO INC,13,0,0.01
2976,TELEFONICA DEUTSCHLAND HOLDI,12,0,0.01
2977,SCOR SE,12,0,0.02
2978,BEIJING TIANTAN BIOLOGICAL A,12,0,0.01
2979,ZHONGJIN GOLD CORP A,12,0,0.01
2980,HELVETIA HOLDING AG REG,12,0,0.01
2981,ZHEJIANG CHINA COMMODITIES A,12,0,0.02
2982,JDE PEET S NV,12,0,0.01
2983,SHANGHAI RAAS BLOOD PRODUC A,12,0,0.01
2984,HAKUHODO DY HOLDINGS INC,12,0,0.03
2985,SHANGHAI YUYUAN TOURIST MA A,12,0,0.03
2986,WISETECH GLOBAL LTD,12,0,0.01
2987,COMET HOLDING AG REG,12,0,0.04
2988,INNOVIVA INC,12,0,0.09
2989,CUBESMART,12,0,0.01
2990,MONTAGE TECHNOLOGY CO LTD A,12,0,0.01
2991,CORCEPT THERAPEUTICS INC,12,0,0.03
2992,CREDO TECHNOLOGY GROUP HOLDI,12,0,0.03
2993,FIRST HORIZON CORP,12,0,0.01
2994,UNIGROUP GUOXIN MICROELECT A,12,0,0.01
2995,TELIA CO AB,12,0,0.01
2996,NORTHERN STAR RESOURCES LTD,12,0,0.01
2997,HAINAN AIRLINES HOLDING CO A,12,0,0.01
2998,HELLOFRESH SE,12,0,0.03
2999,TSINGTAO BREWERY CO LTD A,12,0,0.01
3000,XINJIANG DAQO NEW ENERGY C A,12,0,0.01
3001,COCHLEAR LTD,12,0,0.01
3002,STANTEC INC,12,0,0.01
3003,HORACE MANN EDUCATORS,12,0,0.07
3004,VSE CORP,12,0,0.09
3005,HIBIYA ENGINEERING LTD,12,0,0.22
3006,LITTELFUSE INC,12,0,0.01
3007,CHANGCHUN HIGH + NEW TECH A,12,0,0.01
3008,MODEL N INC,12,0,0.09
3009,VALMONT INDUSTRIES,12,0,0.02
3010,SPRING AIRLINES CO LTD A,12,0,0.01
3011,SHENZHEN NEW INDUSTRIES BI A,12,0,0.01
3012,AIR ARABIA PJSC,12,0,0.03
3013,ZHEJIANG HUAYOU COBALT CO  A,12,0,0.01
3014,SICHUAN ROAD+BRIDGE GROUP A,12,0,0.01
3015,GRAINCORP LTD A,12,0,0.08
3016,TKH GROUP NV DUTCH CERT,12,0,0.05
3017,BYD CO LTD  A,12,0,0
3018,AXONICS INC,12,0,0.03
3019,AURIZON HOLDINGS LTD,12,0,0.02
3020,SOLASTO CORP,12,0,0.22
3021,LONGI GREEN ENERGY TECHNOL A,12,0,0
3022,CHINA CONSTRUCTION BANK A,12,0,0.01
3023,GONEO GROUP CO LTD A,12,0,0.01
3024,37 INTERACTIVE ENTERTAINME A,12,0,0.02
3025,CHINA ZHESHANG BANK CO LTD A,12,0,0.01
3026,CREDITACCESS GRAMEEN LTD,12,0,0.03
3027,IYOGIN HOLDINGS INC,12,0,0.04
3028,AUGMEDIX INC,12,0,0.32
3029,UBICOM HOLDINGS INC,12,0,0.64
3030,TCL ZHONGHUAN RENEWABLE EN A,12,0,0.01
3031,ETSY INC,12,0,0.01
3032,HUANENG POWER INTL INC A,12,0,0.01
3033,GN STORE NORD A/S,12,0,0.02
3034,ZHEJIANG JINGSHENG MECHANI A,12,0,0.01
3035,LIVERAMP HOLDINGS INC,11,0,0.04
3036,CHONGQING CHANGAN AUTOMOB A,11,0,0
3037,HENRY SCHEIN INC,11,0,0.01
3038,CAMBRICON TECHNOLOGIES A,11,0,0.01
3039,GIGADEVICE SEMICONDUCTO CL A,11,0,0.01
3040,ACM RESEARCH INC CLASS A,11,0,0.08
3041,VALLOUREC SA,11,0,0.02
3042,FLAT GLASS GROUP CO LTD H,11,0,0.12
3043,STOCK YARDS BANCORP INC,11,0,0.06
3044,MATADOR RESOURCES CO,11,0,0.01
3045,UNISPLENDOUR CORP LTD A,11,0,0.01
3046,PORTON PHARMA SOLUTIONS L A,11,0,0.04
3047,TERA PROBE INC,11,0,0.2
3048,BROOKFIELD ASSET MGMT A,11,0,0.01
3049,METALLURGICAL CORP OF CHIN A,11,0,0.01
3050,CALAVO GROWERS INC,11,0,0.17
3051,TRUE CORP PCL/NEW FOREIGN,11,0,0.02
3052,NAURA TECHNOLOGY GROUP CO A,11,0,0
3053,ZOOMLION HEAVY INDUSTRY S A,11,0,0.01
3054,SHANGHAI ELECTRIC GRP CO L A,11,0,0.01
3055,IWG PLC,11,0,0.04
3056,QUADIENT SA,11,0,0.12
3057,YONYOU NETWORK TECHNOLOGY A,11,0,0.01
3058,YUNNAN ALUMINIUM CO LTD A,11,0,0.01
3059,GUOSEN SECURITIES CO LTD A,11,0,0.01
3060,SHENZHEN INTL HOLDINGS,11,0,0.04
3061,STANDEX INTERNATIONAL CORP,11,0,0.05
3062,ODAKYU ELECTRIC RAILWAY CO,11,0,0.02
3063,INNOSPEC INC,11,0,0.03
3064,SUMCO CORP,11,0,0.02
3065,NORTHERN OIL AND GAS INC,11,0,0.02
3066,KOZA ALTIN ISLETMELERI AS,11,0,0.04
3067,CHINA SOUTHERN AIRLINES CO A,11,0,0.01
3068,IEIT SYSTEMS CO LTD A,11,0,0.01
3069,ZHEJIANG CHINT ELECTRICS A,11,0,0.01
3070,PACK CORP/THE,11,0,0.18
3071,PLYMOUTH INDUSTRIAL REIT INC,11,0,0.08
3072,OZON HOLDINGS PLC   ADR,11,0,0.03
3073,SINCH AB,11,0,0.03
3074,BEIJING ORIENTAL YUHONG A,11,0,0.01
3075,ROKU INC,11,0,0.01
3076,SCHRODERS PLC,11,0,0.01
3077,BEIJING NEW BUILDING MATER A,11,0,0.01
3078,YANGZIJIANG SHIPBUILDING,11,0,0.02
3079,ZHEJIANG ZHENENG ELECTRIC A,11,0,0.01
3080,POLARIS INC,11,0,0.02
3081,KINDRED GROUP PLC,11,0,0.04
3082,SEACOAST BANKING CORP/FL,11,0,0.03
3083,VIRGIN MONEY UK PLC,11,0,0.03
3084,UNITED ARROWS LTD,11,0,0.2
3085,HUNDSUN TECHNOLOGIES INC A,11,0,0.01
3086,CHINA EASTERN AIRLINES CO A,11,0,0.01
3087,POWER INTEGRATIONS INC,11,0,0.02
3088,BARRY CALLEBAUT AG REG,11,0,0.01
3089,LUFAX HOLDING LTD ADR,10,0,0.05
3090,BETHEL AUTOMOTIVE SAFETY S A,10,0,0.02
3091,INDUSTRIAL SECURITIES CO A,10,0,0.01
